fetched_at,station_id,lat,lon,temperature,humidity,pressure,rain_60min,rain_24h,wind_strength,wind_angle,gust_strength,gust_angle
2026-02-16T18:40:17Z,70:ee:50:b5:10:18,44.708653,-73.020244,5.9,40,1016.6,,,,,,
2026-02-16T18:40:17Z,70:ee:50:84:7f:00,44.83374,-72.59283,4.6,39,1013.8,,,,,,
2026-02-16T18:40:17Z,70:ee:50:13:6c:30,44.939432,-72.626538,3,52,1010.2,,,,,,
2026-02-16T18:40:17Z,70:ee:50:13:84:08,44.974119,-72.651164,6.2,46,1018.7,,,,,,
2026-02-16T18:40:17Z,70:ee:50:71:3b:a2,45.022137,-72.79827,1.4,59,1014.3,0,0,2,139,4,140
2026-02-16T18:40:17Z,70:ee:50:12:5b:38,45.032926,-73.027474,3.7,54,1016,,,,,,
2026-02-16T18:40:17Z,70:ee:50:b4:e9:f2,45.0422147,-72.7919003,0.2,65,1015.8,,,,,,
2026-02-16T18:40:17Z,70:ee:50:71:52:d4,44.300539,-72.58766,2.7,53,1018.9,0,0,,,,
2026-02-16T18:40:17Z,70:ee:50:3f:6b:74,44.301497,-72.584812,1.7,56,1017.8,,,,,,
2026-02-16T18:40:17Z,70:ee:50:71:61:34,44.387109,-72.96381,1.9,51,1017.1,0,0,,,,
2026-02-16T18:40:17Z,70:ee:50:58:9b:e0,44.3588294619666,-72.7167167248179,1.3,56,1017.5,,,,,,
2026-02-16T18:40:17Z,70:ee:50:05:bc:8e,44.4106673887303,-72.7171471312828,2.5,56,1014.6,,,,,,
2026-02-16T18:40:17Z,70:ee:50:64:fb:60,44.44159,-72.98776,3.8,47,1013.1,0,0,,,,
2026-02-16T18:40:17Z,70:ee:50:84:5c:52,44.437529,-72.659034,1,48,1014.5,0,0,,,,
2026-02-16T18:40:17Z,70:ee:50:ab:cb:e2,44.48615,-73.1129,3.9,39,1016.7,,,2,150,7,207
2026-02-16T18:40:17Z,70:ee:50:bc:d1:3a,44.486268,-72.703658,2.7,37,1017.9,,,,,,
2026-02-16T18:40:17Z,70:ee:50:6b:87:0c,44.502233,-72.969099,25,31,1026,,,,,,
2026-02-16T18:40:17Z,70:ee:50:b5:1d:5e,44.496351,-72.658282,3.1,50,1018.3,0,0,,,,
2026-02-16T18:40:17Z,70:ee:50:13:6c:62,44.595425,-72.835776,3.9,57,1012.2,0,0.202,3,-1,8,215
2026-02-16T18:40:17Z,70:ee:50:20:d7:16,44.678234,-72.710889,1.8,52,1014.1,0,0,,,,
2026-02-16T18:40:17Z,70:ee:50:65:14:ce,44.699931,-73.565654,6.3,48,1016.3,0.7070000000000001,1.111,4,209,10,187
2026-02-16T18:40:17Z,70:ee:50:71:41:0e,44.699477,-73.381887,2.6,56,1016.8,,,,,,
2026-02-16T18:40:17Z,70:ee:50:20:dd:0a,44.3559938601221,-73.2480588745869,4.6,44,1013.9,,,,,,
2026-02-16T18:40:17Z,70:ee:50:03:67:38,44.416844,-73.183993,5,42,1019,,,,,,
2026-02-16T18:40:17Z,70:ee:50:03:9a:38,44.4829,-73.2253,2.1,52,995.1,0,0,5,83,11,55
2026-02-16T18:40:17Z,70:ee:50:05:cc:50,44.5067555504334,-73.2538517285821,4.8,44,1012.8,,,,,,
