fetched_at,station_id,lat,lon,temperature,humidity,pressure,rain_60min,rain_24h,wind_strength,wind_angle,gust_strength,gust_angle
2026-02-16T14:00:21Z,70:ee:50:b5:10:18,44.708653,-73.020244,-2,60,1018.5,,,,,,
2026-02-16T14:00:21Z,70:ee:50:84:7f:00,44.83374,-72.59283,-1.4,43,1015.6,,,,,,
2026-02-16T14:00:21Z,70:ee:50:13:6c:30,44.939432,-72.626538,-2.7,56,1012.1,,,,,,
2026-02-16T14:00:21Z,70:ee:50:71:3b:a2,45.022137,-72.79827,-3.3,57,1015.8,0,0,2,135,3,151
2026-02-16T14:00:21Z,70:ee:50:12:5b:38,45.032926,-73.027474,-4.1,66,1018.1,,,,,,
2026-02-16T14:00:21Z,70:ee:50:b4:e9:f2,45.0422147,-72.7919003,-2.7,63,1017.2,,,,,,
2026-02-16T14:00:21Z,70:ee:50:71:52:d4,44.300539,-72.58766,-4.5,75,1020.7,0,0,,,,
2026-02-16T14:00:21Z,70:ee:50:3f:6b:74,44.301497,-72.584812,-6.2,77,1019.8,,,,,,
2026-02-16T14:00:21Z,70:ee:50:71:61:34,44.387109,-72.96381,-2,55,1018.9,0,0,,,,
2026-02-16T14:00:21Z,70:ee:50:05:bc:8e,44.4106673887303,-72.7171471312828,-3.6,68,1016.2,,,,,,
2026-02-16T14:00:21Z,70:ee:50:64:fb:60,44.44159,-72.98776,-0.6,62,1015,0,0,,,,
2026-02-16T14:00:21Z,70:ee:50:20:ff:f2,44.4482039,-72.695229,-3.1,65,1015.7,,,,,,
2026-02-16T14:00:21Z,70:ee:50:84:5c:52,44.437529,-72.659034,-3.4,54,1016,0,0,,,,
2026-02-16T14:00:21Z,70:ee:50:ab:cb:e2,44.48615,-73.1129,-0.6,56,1018.7,,,3,234,5,200
2026-02-16T14:00:21Z,70:ee:50:bc:d1:3a,44.486268,-72.703658,-2.3,36,1019.6,,,,,,
2026-02-16T14:00:21Z,70:ee:50:6b:87:0c,44.502233,-72.969099,1.3,44,1027.9,,,,,,
2026-02-16T14:00:21Z,70:ee:50:b5:1d:5e,44.496351,-72.658282,-3.6,61,1020.1,0,0,,,,
2026-02-16T14:00:21Z,70:ee:50:13:6c:62,44.595425,-72.835776,-3,70,1014.1,0,0,1,123,2,106
2026-02-16T14:00:21Z,70:ee:50:20:d7:16,44.678234,-72.710889,-2.5,51,1016.2,0,0,,,,
2026-02-16T14:00:21Z,70:ee:50:65:14:ce,44.699931,-73.565654,-6.4,76,1018.5,0,0,1,-1,3,214
2026-02-16T14:00:21Z,70:ee:50:71:41:0e,44.699477,-73.381887,-3.7,69,1018.8,,,,,,
2026-02-16T14:00:21Z,70:ee:50:20:dd:0a,44.3559938601221,-73.2480588745869,-0.2,51,1015.6,,,,,,
2026-02-16T14:00:21Z,70:ee:50:03:67:38,44.416844,-73.183993,-1.5,66,1020.8,,,,,,
2026-02-16T14:00:21Z,70:ee:50:03:9a:38,44.4829,-73.2253,-2.6,55,997,0,0,7,90,16,119
2026-02-16T14:00:21Z,70:ee:50:05:cc:50,44.5067555504334,-73.2538517285821,0.1,56,1014.5,,,,,,
