fetched_at,station_id,lat,lon,temperature,humidity,pressure,rain_60min,rain_24h,wind_strength,wind_angle,gust_strength,gust_angle
2026-02-18T03:20:57Z,70:ee:50:b5:10:18,44.708653,-73.020244,0.2,79,1014.3,,,,,,
2026-02-18T03:20:57Z,70:ee:50:84:7f:00,44.83374,-72.59283,3.2,81,1010.7,,,,,,
2026-02-18T03:20:57Z,70:ee:50:13:6c:30,44.939432,-72.626538,1,92,1006.7,,,,,,
2026-02-18T03:20:57Z,70:ee:50:13:84:08,44.974119,-72.651164,0.6,96,1015.5,,,,,,
2026-02-18T03:20:57Z,70:ee:50:71:3b:a2,45.022137,-72.79827,1.2,91,1011.6,0,0,1,90,2,53
2026-02-18T03:20:57Z,70:ee:50:12:5b:38,45.032926,-73.027474,2.3,84,1013.7,,,,,,
2026-02-18T03:20:57Z,70:ee:50:b4:e9:f2,45.0422147,-72.7919003,1.6,70,1013.2,,,,,,
2026-02-18T03:20:57Z,70:ee:50:71:52:d4,44.300539,-72.58766,-2.3,92,1015.1,0,0.6060000000000001,,,,
2026-02-18T03:20:57Z,70:ee:50:3f:6b:74,44.301497,-72.584812,-1.8,83,1013.7,,,,,,
2026-02-18T03:20:57Z,70:ee:50:71:61:34,44.387109,-72.96381,0.4,91,1014.3,0,0,,,,
2026-02-18T03:20:57Z,70:ee:50:05:bc:8e,44.4106673887303,-72.7171471312828,0.3,89,1010.6,,,,,,
2026-02-18T03:20:57Z,70:ee:50:64:fb:60,44.44159,-72.98776,-1,95,1010.6,0,0,,,,
2026-02-18T03:20:57Z,70:ee:50:20:ff:f2,44.4482039,-72.695229,1.3,93,1010.1,,,,,,
2026-02-18T03:20:57Z,70:ee:50:84:5c:52,44.437529,-72.659034,2.6,83,1011.5,0,0,,,,
2026-02-18T03:20:57Z,70:ee:50:ab:cb:e2,44.48615,-73.1129,-1.9,92,1014.2,,,4,359,6,359
2026-02-18T03:20:57Z,70:ee:50:bc:d1:3a,44.486268,-72.703658,2.1,75,1014.4,,,,,,
2026-02-18T03:20:57Z,70:ee:50:6b:87:0c,44.502233,-72.969099,3.9,50,1023.4,,,,,,
2026-02-18T03:20:57Z,70:ee:50:b5:1d:5e,44.496351,-72.658282,0,86,1014.7,0,0,,,,
2026-02-18T03:20:57Z,70:ee:50:13:6c:62,44.595425,-72.835776,1.7,94,1009.8,0.101,2.4240000000000004,2,-1,5,196
2026-02-18T03:20:57Z,70:ee:50:20:d7:16,44.678234,-72.710889,1.6,85,1011.1,0,0,,,,
2026-02-18T03:20:57Z,70:ee:50:65:14:ce,44.699931,-73.565654,-1.7,100,1014.4,0,0.404,1,90,4,100
2026-02-18T03:20:57Z,70:ee:50:71:41:0e,44.699477,-73.381887,0.9,90,1014.4,,,,,,
2026-02-18T03:20:57Z,70:ee:50:20:dd:0a,44.3559938601221,-73.2480588745869,1.3,96,1011.2,,,,,,
2026-02-18T03:20:57Z,70:ee:50:03:67:38,44.416844,-73.183993,1.8,80,1016.1,,,,,,
2026-02-18T03:20:57Z,70:ee:50:03:9a:38,44.4829,-73.2253,1.4,88,992.2,0,0,5,6,11,359
2026-02-18T03:20:57Z,70:ee:50:05:cc:50,44.5067555504334,-73.2538517285821,0,90,1010.3,,,,,,
