fetched_at,station_id,lat,lon,temperature,humidity,pressure,rain_60min,rain_24h,wind_strength,wind_angle,gust_strength,gust_angle
2026-02-17T03:40:22Z,70:ee:50:b5:10:18,44.708653,-73.020244,0,59,1016.9,,,,,,
2026-02-17T03:40:22Z,70:ee:50:84:7f:00,44.83374,-72.59283,1,56,1013.8,,,,,,
2026-02-17T03:40:22Z,70:ee:50:13:6c:30,44.939432,-72.626538,-0.9,69,1009.8,,,,,,
2026-02-17T03:40:22Z,70:ee:50:13:84:08,44.974119,-72.651164,-0.3,69,1018.5,,,,,,
2026-02-17T03:40:22Z,70:ee:50:71:3b:a2,45.022137,-72.79827,-0.4,69,1014.3,0,0,2,152,4,149
2026-02-17T03:40:22Z,70:ee:50:12:5b:38,45.032926,-73.027474,1.9,63,1016.1,,,,,,
2026-02-17T03:40:22Z,70:ee:50:b4:e9:f2,45.0422147,-72.7919003,0.9,64,1015.7,,,,,,
2026-02-17T03:40:22Z,70:ee:50:71:52:d4,44.300539,-72.58766,-6.2,84,1019,0,0,,,,
2026-02-17T03:40:22Z,70:ee:50:3f:6b:74,44.301497,-72.584812,-5.3,77,1017.8,,,,,,
2026-02-17T03:40:22Z,70:ee:50:71:61:34,44.387109,-72.96381,-1,66,1017.5,0,0,,,,
2026-02-17T03:40:22Z,70:ee:50:05:bc:8e,44.4106673887303,-72.7171471312828,-2.7,73,1013.9,,,,,,
2026-02-17T03:40:22Z,70:ee:50:64:fb:60,44.44159,-72.98776,0,70,1013.4,0,0.101,,,,
2026-02-17T03:40:22Z,70:ee:50:84:5c:52,44.437529,-72.659034,-2.1,69,1014.7,0,0,,,,
2026-02-17T03:40:22Z,70:ee:50:ab:cb:e2,44.48615,-73.1129,-1.7,68,1017.1,,,4,359,6,359
2026-02-17T03:40:22Z,70:ee:50:bc:d1:3a,44.486268,-72.703658,-0.4,50,1018.1,,,,,,
2026-02-17T03:40:22Z,70:ee:50:6b:87:0c,44.502233,-72.969099,4.1,45,1026.4,,,,,,
2026-02-17T03:40:22Z,70:ee:50:b5:1d:5e,44.496351,-72.658282,-3,72,1018.6,0,0,,,,
2026-02-17T03:40:22Z,70:ee:50:13:6c:62,44.595425,-72.835776,0.8,79,1012.4,0,1.717,1,270,3,270
2026-02-17T03:40:22Z,70:ee:50:20:d7:16,44.678234,-72.710889,-1.2,68,1014.6,0,0,,,,
2026-02-17T03:40:22Z,70:ee:50:65:14:ce,44.699931,-73.565654,-1,78,1016.7,0,1.111,0,-1,1,90
2026-02-17T03:40:22Z,70:ee:50:71:41:0e,44.699477,-73.381887,-0.5,70,1016.5,,,,,,
2026-02-17T03:40:22Z,70:ee:50:20:dd:0a,44.3559938601221,-73.2480588745869,1.1,58,1014.2,,,,,,
2026-02-17T03:40:22Z,70:ee:50:03:67:38,44.416844,-73.183993,0.3,57,1019.3,,,,,,
2026-02-17T03:40:22Z,70:ee:50:03:9a:38,44.4829,-73.2253,-0.4,66,995.6,0,0,4,34,9,146
2026-02-17T03:40:22Z,70:ee:50:05:cc:50,44.5067555504334,-73.2538517285821,-0.4,65,1013.5,,,,,,
